,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,racepctblack,racePctWhite,racePctAsian,racePctHisp,nonViolPerPop,ViolentCrimesPerPop,State
546,3.19,8.35,54.74,3.87,63.54,96.95,59.59,0.99,32.24,0.83,95.53,3.31,1.31,1342.18,39.02,Massachusetts
547,3.83,9.35,39.65,4.41,68.35,93.5,61.96,0.27,27.2,1.7,94.42,2.97,1.97,2159.59,312.39,Massachusetts
548,4.25,13.74,28.47,5.92,69.63,96.2,64.85,0.0,33.12,0.83,96.39,1.8,2.32,1537.58,257.86,Massachusetts
549,16.38,30.13,21.2,6.26,61.9,96.92,83.43,3.43,39.22,0.14,98.91,0.66,0.78,2015.15,96.73,Massachusetts
550,8.78,24.91,12.28,10.77,56.14,90.48,69.72,1.74,60.09,0.51,97.97,0.57,0.89,2975.94,1064.63,Massachusetts
551,2.21,11.64,25.33,8.65,48.24,42.71,71.67,0.7,75.12,1.0,97.52,0.35,0.86,4911.56,292.52,Massachusetts
552,9.07,20.82,20.91,5.31,65.53,96.25,70.35,1.02,41.37,1.21,96.78,1.08,2.86,4012.02,155.42,Massachusetts
553,2.08,5.58,53.74,4.35,64.16,97.65,79.69,0.0,22.45,0.66,96.98,2.2,0.96,1648.7,144.44,Massachusetts
554,4.65,17.09,21.74,6.22,59.92,95.46,68.56,0.35,27.56,4.72,92.84,0.84,3.22,1106.39,159.32,Massachusetts
555,8.66,19.52,28.86,3.76,70.87,95.91,76.21,1.84,36.2,0.52,98.11,0.97,0.9,1722.24,375.6,Massachusetts
556,1.81,7.1,42.82,2.78,68.39,97.33,71.33,0.81,39.02,2.7,93.65,3.09,1.46,1039.19,141.03,Massachusetts
557,2.53,9.77,37.68,5.31,72.2,96.94,82.21,2.49,41.16,0.48,96.12,3.05,0.99,2689.58,369.33,Massachusetts
559,2.1,5.98,51.96,3.51,63.04,96.98,92.85,0.0,41.92,0.8,96.5,2.46,0.69,1982.88,44.06,Massachusetts
560,5.02,16.6,25.56,3.37,64.42,94.4,71.65,1.15,51.58,1.06,95.97,2.4,1.26,1469.48,203.29,Massachusetts
561,3.07,12.19,26.0,8.97,47.36,54.11,78.69,0.18,72.15,0.76,96.23,0.25,0.82,2717.09,358.0,Massachusetts
562,2.21,8.37,43.78,4.36,61.64,93.35,74.39,1.06,39.89,0.48,98.6,0.58,0.99,3147.7,96.85,Massachusetts
563,7.81,21.26,19.27,5.15,62.68,95.53,65.45,0.93,33.54,0.88,96.53,0.77,4.08,2878.05,885.56,Massachusetts
564,4.32,11.49,41.89,4.47,66.83,96.9,57.02,0.66,30.07,1.34,95.19,3.03,1.65,1346.39,188.02,Massachusetts
565,11.08,24.82,30.88,6.33,66.46,95.38,31.0,3.07,37.22,5.6,88.73,3.71,6.28,3348.43,249.58,Massachusetts
566,3.05,6.82,63.68,4.8,65.96,96.07,43.11,0.6,32.73,3.1,87.43,8.38,2.92,3738.0,475.46,Massachusetts
567,1.89,6.75,39.95,4.75,65.71,86.4,80.61,9.47,82.0,0.39,97.37,0.45,0.75,1243.63,39.21,Massachusetts
568,8.52,24.44,20.44,6.75,62.6,88.22,57.75,3.1,45.86,0.23,99.28,0.27,0.95,2631.94,1196.34,Massachusetts
570,2.1,6.28,41.14,5.24,73.37,97.08,86.72,0.78,20.93,1.02,97.75,0.95,1.18,820.9,59.7,Massachusetts
571,1.24,4.03,63.25,2.65,72.4,97.68,90.51,0.0,44.25,1.28,95.51,2.9,0.95,1464.56,248.57,Massachusetts
572,8.94,21.02,26.48,6.05,64.88,95.42,45.94,2.21,27.94,3.07,91.37,3.55,5.6,3165.73,455.62,Massachusetts
573,15.41,31.08,18.72,7.45,63.1,84.2,80.86,3.88,82.13,0.14,99.08,0.45,0.64,1657.42,219.16,Massachusetts
574,6.4,21.38,19.23,5.2,63.83,94.89,57.95,1.46,31.23,1.39,96.01,1.12,2.96,7265.59,597.51,Massachusetts
575,10.47,24.83,19.31,7.11,65.82,95.5,57.56,0.72,35.34,2.25,93.08,1.63,8.29,4390.35,408.34,Massachusetts
576,8.19,16.24,41.43,4.59,67.98,96.22,45.85,1.25,39.43,1.3,96.06,2.23,1.97,4533.66,740.32,Massachusetts
578,7.2,22.12,20.12,7.65,64.52,94.42,43.25,2.08,26.16,4.18,89.39,5.22,2.63,3202.46,887.01,Massachusetts
579,10.02,26.81,14.33,9.34,57.14,91.01,46.2,4.72,28.34,8.06,83.06,3.7,9.15,7210.03,1764.17,Massachusetts
580,2.75,7.21,55.95,3.96,58.9,96.21,77.97,1.79,37.5,2.66,93.63,2.04,3.01,1333.11,39.54,Massachusetts
581,2.13,6.04,58.73,3.48,65.07,96.99,82.04,0.0,37.42,1.08,92.21,6.47,1.22,1248.38,13.32,Massachusetts
582,5.0,13.9,36.38,6.42,68.32,95.12,53.73,1.47,20.64,3.7,90.11,2.93,8.14,3076.53,978.02,Massachusetts
583,7.38,21.0,23.66,5.8,63.02,96.38,57.1,0.97,38.0,4.07,93.41,2.01,1.72,3115.73,778.93,Massachusetts
584,5.02,16.58,22.12,5.01,69.99,95.65,77.2,0.95,52.61,1.34,97.1,1.04,1.22,1935.36,186.22,Massachusetts
585,13.49,31.18,13.13,9.19,56.2,92.19,48.27,6.99,37.63,3.43,89.45,2.57,9.61,5291.66,1700.7,Massachusetts
586,3.89,10.17,40.55,4.45,64.65,95.41,68.33,0.53,34.47,0.78,96.87,2.0,1.35,2158.42,165.71,Massachusetts
588,2.55,10.0,27.12,4.97,68.9,96.07,65.96,1.4,35.35,0.5,98.15,1.04,0.7,1247.1,199.0,Massachusetts
589,3.16,12.08,34.36,4.0,65.46,96.61,88.49,0.64,35.03,1.23,97.26,1.31,0.8,2743.32,208.06,Massachusetts
590,1.41,7.03,32.79,6.62,70.29,85.13,77.39,5.68,70.83,0.72,98.29,0.54,0.66,2166.22,179.06,Massachusetts
592,4.26,15.79,22.32,7.16,63.87,80.76,73.49,4.86,66.22,1.85,96.6,0.62,1.22,3195.61,896.83,Massachusetts
593,3.51,12.24,30.74,5.23,68.84,96.28,75.74,1.05,30.42,0.67,98.04,1.0,0.65,1032.44,69.34,Massachusetts
594,2.96,9.51,39.26,5.41,72.98,96.13,87.7,2.34,55.61,0.23,97.86,1.65,0.99,1253.38,94.15,Massachusetts
595,2.98,8.78,52.49,4.05,66.8,95.62,74.58,0.84,24.32,0.84,95.04,3.76,1.49,2753.13,103.65,Massachusetts
596,16.03,32.05,14.28,9.36,55.34,92.2,51.8,1.04,34.52,2.0,95.41,0.9,2.77,2739.59,816.99,Massachusetts
597,8.17,21.8,24.52,7.28,63.19,92.1,46.03,0.89,41.99,2.67,92.96,1.37,6.69,5660.33,230.76,Massachusetts
598,10.52,23.28,23.37,6.78,65.29,95.35,62.09,1.31,24.51,1.34,96.16,0.99,4.03,969.0,15.14,Massachusetts
599,1.5,7.93,33.6,4.36,64.51,76.8,83.73,1.19,19.06,0.42,98.39,0.52,0.85,2179.74,541.89,Massachusetts
600,4.96,15.31,24.53,4.41,62.84,97.37,86.9,1.59,43.65,0.55,98.83,0.42,0.46,27119.76,276.81,Massachusetts
601,3.11,7.55,46.14,5.03,63.15,97.65,86.59,2.8,48.6,0.31,98.06,1.56,0.64,1469.0,69.58,Massachusetts
602,4.27,13.63,23.73,5.7,70.37,95.6,61.1,2.26,30.32,0.97,96.59,1.52,2.32,4634.69,246.09,Massachusetts
603,1.3,3.42,68.19,3.62,60.48,95.5,86.72,0.63,53.16,0.73,94.36,4.66,1.64,1134.97,122.95,Massachusetts
604,2.8,13.22,27.64,5.44,70.34,97.34,88.34,4.5,24.32,0.3,98.68,0.9,0.71,1591.51,64.3,Massachusetts
605,15.68,33.26,11.89,4.75,66.8,96.75,76.7,0.85,53.42,0.2,98.92,0.59,2.02,2612.65,331.11,Massachusetts
606,3.94,12.83,36.63,4.95,66.24,92.51,70.39,0.93,47.41,1.06,94.78,3.74,1.37,2857.94,421.34,Massachusetts
607,19.2,33.14,21.37,7.85,58.01,92.0,80.04,1.38,57.32,0.72,97.03,0.84,1.02,4945.8,296.26,Massachusetts
608,3.28,9.89,32.68,5.0,66.41,97.29,74.91,5.43,35.33,1.28,97.13,1.21,0.81,2135.59,133.14,Massachusetts
609,4.06,13.5,22.36,6.19,60.15,65.54,65.34,0.84,27.86,1.41,96.53,0.6,1.25,4221.22,399.23,Massachusetts
610,2.73,9.54,42.39,4.73,71.33,94.97,66.78,0.47,21.86,2.01,95.12,2.38,1.78,2045.4,186.52,Massachusetts
611,2.02,6.31,51.19,4.59,71.32,98.0,87.74,1.87,31.78,3.18,94.41,2.22,0.9,788.39,112.63,Massachusetts
612,18.52,33.25,12.08,8.8,63.12,92.94,57.74,1.47,39.32,2.01,95.29,0.46,4.74,3941.82,674.31,Massachusetts
613,3.21,11.27,31.72,4.78,67.9,96.51,81.79,1.63,34.69,1.6,97.01,0.66,1.53,1681.16,302.61,Massachusetts
614,4.96,17.16,16.29,7.67,65.05,97.52,74.8,2.0,27.0,3.03,95.43,0.94,1.42,2682.26,219.86,Massachusetts
615,1.24,4.38,53.71,3.37,69.09,94.15,71.83,0.78,44.03,0.41,98.44,0.87,0.8,1584.0,127.67,Massachusetts
616,5.43,15.97,27.01,5.41,62.94,97.03,79.41,0.38,35.38,0.82,97.7,1.11,1.02,3188.02,277.57,Massachusetts
617,3.42,16.79,16.18,7.25,69.68,97.11,81.91,2.8,36.45,0.84,98.28,0.31,0.93,2879.4,321.82,Massachusetts
618,4.44,16.39,20.63,6.12,70.38,97.97,92.69,4.35,33.91,0.44,98.4,0.97,0.46,2950.98,426.25,Massachusetts
619,33.08,53.3,8.43,9.93,55.4,92.39,32.97,2.02,36.65,1.03,97.17,1.33,1.7,1623.79,640.62,Massachusetts
620,10.09,28.67,12.0,8.19,56.59,92.22,63.82,6.39,56.36,14.2,84.87,0.4,0.63,4909.26,439.73,Indiana
621,5.04,12.33,33.16,2.81,61.56,97.74,88.83,0.0,29.94,0.44,95.21,3.61,2.65,2992.91,199.2,Indiana
622,10.91,31.91,10.07,6.72,61.21,95.06,65.83,0.82,41.8,0.54,97.63,0.41,1.15,2330.29,194.19,Indiana
623,3.42,15.5,18.85,2.43,67.82,96.68,66.78,0.0,27.97,0.44,98.73,0.41,0.4,2675.63,190.21,Indiana
624,9.51,25.97,13.0,8.22,57.67,91.76,62.74,5.19,43.44,8.9,89.54,0.68,1.73,5127.6,488.86,Indiana
625,5.0,14.56,17.67,2.57,66.17,94.29,48.05,0.0,11.72,5.46,93.29,0.83,0.71,6834.91,186.04,Indiana
626,5.02,15.34,18.89,3.62,63.63,98.16,79.5,0.61,29.88,0.24,97.76,0.87,3.88,4436.07,319.99,Indiana
627,9.19,28.02,18.46,7.82,59.05,92.36,65.94,4.72,35.2,20.9,76.03,0.87,3.36,8755.56,1093.15,Indiana
628,9.72,25.4,9.84,5.79,61.6,94.26,56.59,2.42,21.98,3.72,95.24,0.49,0.79,7833.95,225.01,Indiana
629,10.63,32.0,12.96,8.5,55.79,91.95,58.76,5.28,46.44,9.18,89.59,0.6,0.68,4627.88,168.57,Indiana
630,7.75,19.76,15.13,4.15,61.46,96.94,73.61,0.32,23.73,5.02,91.71,0.85,6.9,4262.11,426.57,Indiana
631,13.67,31.74,12.92,6.96,58.25,94.22,59.32,1.33,35.59,6.2,93.17,0.26,0.49,4561.38,1280.84,Indiana
632,4.65,13.51,47.94,6.83,50.86,95.27,34.2,1.15,22.17,4.03,91.16,4.04,1.64,3669.55,815.98,Indiana
633,6.8,23.5,13.68,5.83,57.62,94.15,60.02,0.58,34.21,1.27,97.54,0.71,0.68,5822.68,62.53,Indiana
634,8.83,27.66,15.83,8.33,50.05,89.25,62.11,4.48,49.09,9.42,88.63,1.14,1.31,6885.88,321.08,Indiana
635,7.03,25.58,12.37,5.14,64.07,93.95,69.03,2.78,43.04,0.2,98.33,0.63,0.88,2983.68,988.71,Indiana
636,5.09,21.06,17.33,4.76,71.73,91.32,62.68,18.04,35.78,10.72,86.68,1.69,1.7,3490.54,255.32,Indiana
637,9.68,27.58,12.52,5.06,60.67,94.96,63.46,3.91,43.7,1.53,97.3,0.18,2.09,4771.59,1276.17,Indiana
638,11.68,35.24,8.81,16.6,47.37,87.01,58.62,32.22,70.85,80.57,16.31,0.18,5.74,8024.71,2154.96,Indiana
639,10.33,30.67,9.22,8.93,55.96,94.76,64.05,6.41,36.73,9.19,84.84,0.41,11.8,7234.57,1395.22,Indiana
640,6.52,17.03,20.94,5.35,61.04,97.66,71.62,0.65,26.62,1.46,97.34,0.73,2.28,1792.59,54.99,Indiana
641,6.01,21.32,11.71,4.86,61.57,97.24,77.03,3.49,44.54,0.22,98.37,0.22,4.85,2378.42,163.75,Indiana
642,11.4,28.08,13.26,8.73,50.83,90.08,59.64,2.66,28.5,2.34,96.52,0.76,0.58,6767.18,140.25,Indiana
643,10.44,30.4,11.33,5.94,52.34,93.49,69.67,2.24,47.63,0.43,98.9,0.37,0.38,4674.92,538.88,Indiana
644,9.71,30.88,9.43,7.88,55.93,89.76,59.82,7.68,40.27,22.54,75.77,0.67,1.76,7228.28,663.76,Indiana
645,9.27,29.84,6.83,9.68,56.21,93.33,63.26,2.44,52.55,1.17,98.04,0.23,0.6,5153.06,82.26,Indiana
646,7.5,22.88,15.74,6.15,64.55,90.23,59.63,5.49,31.0,16.75,80.45,1.01,2.7,7553.59,555.18,Indiana
647,8.02,25.54,9.32,6.17,60.03,96.83,70.69,1.74,24.42,0.4,97.14,0.52,6.38,3457.74,268.19,Indiana
648,1.33,4.96,51.3,2.27,71.22,94.46,71.23,0.0,12.73,0.52,96.96,2.27,0.89,1707.22,123.07,Indiana
649,7.48,23.02,10.44,4.41,61.62,95.33,60.86,0.37,19.33,0.25,98.87,0.49,0.74,3772.72,167.34,Indiana
650,16.78,38.44,8.11,10.84,52.77,93.82,62.71,4.6,48.91,2.58,97.02,0.25,0.36,4646.44,286.67,Indiana
651,20.68,42.26,6.61,14.24,46.86,89.9,45.41,11.01,61.67,33.57,38.01,0.23,47.79,6982.76,2572.91,Indiana
652,14.96,25.05,16.09,2.36,69.68,94.59,69.19,0.44,37.33,0.15,99.63,0.11,0.47,2100.26,246.55,Indiana
653,6.92,18.89,29.14,2.82,70.06,93.29,63.86,0.21,25.94,0.99,98.06,0.62,0.48,2590.08,682.12,Indiana
654,6.31,14.77,15.31,3.32,69.6,98.58,89.01,2.04,30.61,0.58,97.57,0.8,3.91,2908.18,83.09,Indiana
655,9.35,24.39,13.01,4.44,62.55,96.02,67.12,1.14,43.18,0.1,99.05,0.51,1.16,2184.17,30.44,Indiana
656,16.46,36.54,7.94,11.23,53.61,93.12,65.29,4.45,49.35,2.15,97.31,0.16,0.57,6164.6,121.81,Indiana
657,9.51,30.57,9.2,5.96,59.84,95.74,61.39,1.53,48.47,0.0,99.43,0.15,0.51,3935.74,216.87,Indiana
658,4.84,12.75,25.25,3.3,70.87,96.27,66.28,1.05,16.38,0.72,97.01,1.27,3.57,2724.37,24.29,Indiana
659,11.66,37.09,3.91,7.58,58.62,95.26,76.3,9.58,54.17,0.22,92.58,0.22,13.2,5647.98,692.02,Indiana
660,8.56,28.27,13.69,5.01,66.53,91.5,55.94,1.17,24.82,13.95,83.95,0.79,2.04,9100.96,499.59,Indiana
661,8.12,23.7,17.85,3.47,65.28,93.53,64.75,0.69,26.46,1.07,96.7,0.82,2.84,5180.87,30.66,Indiana
662,11.05,27.61,14.56,7.12,58.54,90.99,58.98,4.83,44.58,9.53,89.56,0.57,0.58,4872.89,591.12,Indiana
663,6.95,23.46,21.87,5.58,65.6,91.3,56.84,11.69,34.66,22.38,76.08,0.94,1.05,7349.19,1682.47,Indiana
664,5.58,17.63,13.22,4.13,66.73,97.45,64.53,0.57,26.7,2.42,94.66,0.95,5.28,3752.41,416.93,Indiana
665,4.83,14.82,27.88,3.75,60.99,96.61,55.76,3.49,34.6,0.58,97.78,1.13,1.42,3148.64,366.83,Indiana
666,6.66,19.49,21.41,4.32,66.56,93.85,59.37,1.01,26.67,2.14,95.84,1.06,1.67,5237.34,200.94,Indiana
667,5.78,17.31,18.67,2.65,71.38,92.94,58.51,0.37,21.12,0.08,98.5,1.06,0.85,3555.44,13.07,Indiana
668,5.52,11.27,30.24,4.18,68.51,95.07,48.1,0.45,25.61,0.35,97.11,1.25,0.73,4747.58,115.31,North Dakota
669,7.24,14.24,29.28,5.08,66.75,94.6,48.71,0.85,20.51,0.8,95.49,1.07,1.19,5247.7,121.02,North Dakota
670,7.3,14.45,14.91,4.1,78.26,96.85,63.93,1.39,24.31,0.1,98.54,0.21,0.72,3259.85,43.37,North Dakota
671,17.83,25.32,16.81,4.88,62.86,90.45,62.72,0.61,55.13,0.11,98.65,0.38,0.65,2391.49,36.89,North Dakota
672,10.09,18.45,21.06,5.63,62.47,92.85,60.19,1.21,42.51,1.1,95.81,0.76,0.78,4099.33,104.17,North Dakota
673,10.77,16.58,26.39,4.41,69.16,96.39,60.72,0.28,24.76,0.11,96.67,0.44,0.66,4210.9,83.27,North Dakota
674,15.87,24.31,19.23,3.94,61.89,92.03,58.79,2.79,55.68,0.3,98.16,0.57,0.5,2617.09,129.56,North Dakota
675,12.58,23.6,17.45,5.88,61.26,84.38,64.06,4.74,60.63,0.11,95.49,0.27,0.66,3817.93,46.85,North Dakota
676,13.01,31.62,17.02,8.39,51.37,87.57,46.51,5.64,37.57,23.14,67.6,0.92,16.35,8903.93,1544.24,Texas
677,9.07,24.86,19.23,7.19,57.76,87.33,57.83,2.77,42.34,12.63,83.22,0.77,4.39,7599.9,722.02,Texas
678,3.71,12.19,29.99,4.99,74.65,89.26,51.84,1.81,27.45,8.41,82.64,3.92,8.91,6171.23,772.77,Texas
679,2.73,7.59,48.93,2.69,70.55,94.85,75.35,1.25,32.6,0.41,94.65,1.98,7.95,3693.79,347.97,Texas
680,36.26,51.16,11.63,11.24,51.36,94.21,58.96,6.4,42.25,0.12,70.83,0.38,93.87,5948.83,689.42,Texas
682,42.31,61.8,6.31,12.26,44.19,86.6,68.98,25.81,75.63,1.85,62.03,0.19,91.07,5095.26,420.91,Texas
684,19.73,41.2,11.11,8.51,53.98,86.35,66.37,4.85,55.2,5.57,73.69,0.15,28.98,5735.82,934.12,Texas
685,3.75,12.99,29.02,4.57,72.16,93.64,67.72,0.59,24.62,12.06,82.54,2.14,6.65,5063.56,465.96,Texas
686,16.58,35.92,15.48,8.15,53.5,89.05,61.03,2.94,60.63,25.51,67.85,0.92,9.09,7241.72,681.32,Texas
687,3.09,10.57,35.12,3.09,77.58,92.12,62.64,1.49,28.04,1.79,94.7,1.13,5.67,2860.66,291.69,Texas
688,3.66,10.8,32.3,3.09,74.05,93.01,70.96,2.14,37.36,5.13,88.12,2.32,11.74,3463.15,129.64,Texas
689,12.32,26.55,27.12,7.43,65.59,86.35,44.1,12.32,33.53,29.5,55.3,2.18,20.88,9015.27,1744.19,Texas
690,34.49,47.39,12.19,12.14,44.13,78.02,71.55,2.6,24.29,0.16,75.37,0.15,80.08,5709.91,178.75,Texas
691,2.33,6.98,45.54,3.12,70.71,95.01,94.36,0.47,44.65,0.67,96.74,1.71,2.26,1423.43,31.75,Texas
692,19.38,35.51,10.78,9.97,55.43,87.59,63.07,10.63,54.66,4.68,71.3,3.03,46.63,5319.51,1240.65,Texas
693,24.03,41.74,10.58,9.97,49.56,88.51,67.59,13.78,68.2,0.89,78.96,0.32,72.59,6809.31,674.67,Texas
694,15.06,34.74,14.37,8.5,49.81,87.62,59.31,11.19,50.4,22.12,75.92,0.56,1.16,9719.33,1783.14,Texas
695,3.23,12.0,29.36,4.11,75.58,92.31,69.36,0.22,32.48,20.83,75.97,1.13,4.98,4729.9,275.58,Texas
696,5.83,13.65,36.96,4.58,67.3,89.29,68.35,1.28,47.75,3.73,93.69,0.74,4.5,3168.0,394.21,Texas
697,3.87,12.34,13.89,7.81,68.72,86.75,49.79,0.49,45.17,16.48,75.1,3.74,8.97,5253.52,417.93,Texas
698,11.78,30.81,18.7,6.29,59.31,85.99,57.7,5.2,45.08,20.0,76.16,0.57,6.3,8245.14,1439.97,Texas
699,8.53,23.66,13.38,8.04,60.01,90.29,75.56,2.72,63.21,2.18,94.68,0.59,4.05,2784.93,152.6,Texas
700,9.38,24.21,16.81,5.42,69.85,91.2,63.53,5.79,41.45,29.83,65.0,0.55,8.0,5214.56,480.51,Texas
701,18.42,38.5,9.74,7.12,56.96,89.1,74.19,1.82,60.36,2.4,73.97,1.13,34.19,2999.82,173.77,Texas
702,26.36,44.73,12.55,8.74,54.13,88.86,58.69,4.52,48.62,12.27,65.07,0.64,48.31,5850.09,765.85,Texas
704,12.39,28.38,21.47,7.43,61.85,86.55,54.53,13.05,44.66,22.01,63.79,1.99,19.51,9393.66,1516.12,Texas
705,26.89,40.73,14.8,9.65,52.75,86.52,59.0,6.92,25.96,0.76,80.06,0.42,71.02,8050.63,758.39,Texas
707,25.45,46.07,3.49,8.29,54.32,92.96,70.47,8.19,62.07,10.16,63.76,0.23,46.62,2669.48,499.33,Texas
708,15.47,37.38,11.25,9.68,49.91,87.02,65.69,5.67,57.27,5.14,86.58,1.02,12.31,4670.33,683.46,Texas
710,17.88,34.91,15.65,9.0,52.6,87.4,58.94,3.64,40.89,19.72,72.71,0.43,8.37,4699.12,1300.88,Texas
711,9.59,26.65,21.39,8.13,40.82,85.96,36.44,2.1,32.11,26.72,64.71,0.93,13.0,3930.26,744.75,Texas
712,11.18,33.24,5.64,6.4,54.92,91.48,73.88,4.37,63.93,0.0,99.17,0.16,2.3,4295.96,267.96,Texas
713,1.79,5.29,46.99,2.28,82.41,93.64,76.42,0.74,42.75,2.29,89.5,5.41,5.97,2235.18,44.22,Texas
714,19.11,37.61,12.59,8.72,51.54,90.37,56.92,3.12,35.86,8.68,76.02,0.79,22.15,2970.99,288.65,Texas
715,22.23,34.67,16.2,9.85,55.19,95.21,57.62,5.24,29.26,3.44,76.87,1.16,69.02,6961.87,1035.05,Texas
716,3.47,13.94,22.37,5.45,70.08,92.59,62.73,0.1,30.72,2.61,93.35,1.24,5.18,6584.26,860.27,Texas
717,21.4,41.9,6.41,9.57,57.57,78.39,57.07,9.76,49.76,15.27,62.22,0.28,38.59,5201.23,592.34,Texas
718,2.61,10.07,21.46,4.49,80.02,94.69,77.2,0.26,32.63,4.77,88.62,1.76,8.61,2828.75,140.88,Texas
719,6.53,18.36,14.35,5.22,69.45,91.75,70.98,2.92,48.42,7.1,85.31,1.01,14.3,2482.22,384.08,Texas
720,15.17,29.31,15.79,6.83,60.19,90.71,58.18,4.69,46.96,7.94,76.92,0.41,37.85,7180.35,933.19,Texas
721,7.84,17.67,34.4,6.32,67.27,88.53,40.58,6.05,39.57,12.43,70.56,3.04,22.95,9773.95,599.78,Texas
722,15.22,36.01,10.85,7.89,54.69,84.27,71.05,3.04,53.95,4.18,74.12,0.22,27.56,2542.78,750.73,Texas
723,3.33,9.32,43.06,4.08,70.61,94.42,83.05,0.21,21.29,4.97,79.18,12.87,8.47,3634.11,216.2,Texas
724,3.15,12.32,24.08,5.29,66.22,90.23,65.92,1.35,42.38,0.82,91.75,0.49,23.98,3144.34,86.34,Texas
725,18.52,38.51,10.94,6.75,59.92,91.54,64.33,2.58,44.26,18.19,67.49,0.23,20.96,4879.56,260.79,Texas
726,13.58,36.98,14.22,10.18,51.95,87.94,63.52,4.9,46.76,36.35,58.94,0.88,6.84,6410.55,851.22,Texas
727,12.56,26.53,20.47,6.59,45.42,85.86,60.05,1.11,46.0,4.1,85.61,0.59,21.96,4382.43,242.89,Texas
729,31.0,42.14,19.07,10.26,53.28,87.09,60.29,3.3,18.26,0.34,70.94,0.69,76.97,11503.4,739.5,Texas
730,18.05,31.59,18.53,5.93,56.78,90.35,63.77,1.87,30.62,1.26,85.47,0.34,34.76,5293.17,1726.58,Texas
731,5.75,23.97,11.33,6.25,65.69,94.91,72.34,4.36,37.58,0.16,97.46,0.61,3.38,3112.31,167.79,Texas
732,20.26,35.7,15.58,4.7,54.42,90.38,60.72,2.6,41.43,23.44,72.2,1.27,4.48,5802.77,742.94,Texas
733,12.65,31.22,13.23,8.64,55.53,88.26,67.82,1.01,40.41,5.64,88.49,0.41,10.45,6054.97,346.72,Texas
734,16.7,34.55,10.0,12.78,47.42,86.72,65.01,8.01,60.91,42.19,49.31,4.81,8.22,7692.56,1644.35,Texas
735,44.56,58.41,8.43,16.97,42.14,78.5,72.85,5.65,19.01,0.12,70.23,0.1,88.43,9164.34,880.21,Texas
736,12.26,26.26,26.89,5.78,65.08,89.99,48.26,4.0,35.84,17.18,69.88,1.55,19.8,6242.33,827.14,Texas
737,7.43,19.29,26.19,5.24,75.65,88.99,37.15,1.05,20.93,7.52,78.73,4.61,16.28,6063.49,401.73,Texas
738,3.54,12.4,27.1,4.37,68.94,89.33,53.88,0.54,29.66,10.29,82.84,3.26,9.18,2826.82,824.95,Texas
739,5.5,14.97,22.1,3.13,72.23,96.54,70.23,2.54,51.69,1.67,90.93,1.44,12.36,3192.28,204.68,Texas
740,40.23,54.51,12.21,15.3,47.39,90.79,55.77,5.51,34.12,0.2,84.77,0.3,90.14,8977.74,953.67,Texas
741,13.14,36.28,12.31,7.88,55.85,85.74,62.13,1.21,49.39,14.25,83.86,0.32,3.4,5422.38,1215.48,Texas
742,1.93,8.47,35.22,3.59,70.1,93.86,63.13,0.0,18.09,3.91,90.9,3.35,3.99,2248.71,149.6,Texas
743,16.36,35.35,15.25,9.51,49.56,86.08,64.15,3.37,56.21,6.1,83.01,0.37,14.5,5849.76,695.28,Texas
744,28.32,51.75,4.08,8.2,60.21,89.33,56.51,4.47,59.34,2.69,66.17,0.99,59.76,7310.41,306.54,Texas
745,20.21,35.79,20.38,10.29,53.22,84.45,56.92,6.56,58.82,3.76,66.81,1.56,62.37,5681.12,832.32,Texas
746,9.5,22.83,13.96,5.16,70.31,90.08,36.22,1.72,39.46,7.75,82.35,2.4,12.1,9779.68,771.88,Texas
747,19.56,39.11,13.46,8.82,51.73,91.87,58.19,3.41,51.71,24.29,66.7,1.18,11.04,4606.24,594.35,Texas
748,16.53,37.76,13.67,4.15,55.99,92.25,62.86,1.38,50.55,20.29,64.86,0.16,17.02,5408.29,358.01,Texas
749,34.76,48.56,12.46,13.57,49.31,88.99,64.9,7.96,59.17,0.26,57.67,0.39,70.31,2382.75,339.49,Texas
750,11.4,24.43,25.96,6.56,61.56,88.81,55.25,4.51,34.95,8.56,77.63,1.41,22.51,5655.94,643.52,Texas
751,8.67,20.52,25.09,5.39,70.08,95.2,69.63,4.98,30.32,2.78,84.9,2.32,20.19,6382.13,386.92,Texas
752,44.5,58.05,7.6,17.42,42.27,88.97,65.91,8.97,24.89,0.16,80.42,0.06,90.92,2607.45,1266.08,Texas
753,4.16,13.87,28.24,3.61,75.75,93.34,79.21,0.64,22.81,14.22,80.48,1.79,8.07,3121.55,106.42,Texas
754,11.39,28.58,9.87,8.15,57.94,90.61,61.89,11.05,51.92,25.14,67.1,1.15,15.94,8622.72,690.29,Texas
755,12.08,27.01,17.73,7.02,55.47,89.42,65.54,4.26,65.89,13.06,84.55,0.11,3.24,10860.55,1045.45,Texas
756,46.88,59.32,7.27,13.29,46.86,88.16,71.91,9.36,23.53,0.07,78.36,0.09,90.8,4978.63,307.42,Texas
757,13.37,33.1,10.88,7.26,54.92,84.33,67.39,2.84,48.64,9.68,87.35,0.27,2.18,7108.94,803.58,Texas
758,12.87,28.77,14.67,7.87,59.63,89.62,56.69,8.47,41.84,12.02,72.97,0.75,23.15,6086.67,566.03,Texas
